Source,Target
"Spinach, smoked tofu and tomato salad",tomato
"Spinach, smoked tofu and tomato salad",clove
"Spinach, smoked tofu and tomato salad",oil
"Spinach, smoked tofu and tomato salad",black
"Spinach, smoked tofu and tomato salad",wine
"Spinach, smoked tofu and tomato salad",spinach
"Spinach, smoked tofu and tomato salad",wine vinegar
"Spinach, smoked tofu and tomato salad",red wine
"Spinach, smoked tofu and tomato salad",red
"Spinach, smoked tofu and tomato salad",red wine vinegar
"Spinach, smoked tofu and tomato salad",cherry tomatoes
"Spinach, smoked tofu and tomato salad",rum
"Spinach, smoked tofu and tomato salad",cherry
"Spinach, smoked tofu and tomato salad",tofu
"Spinach, smoked tofu and tomato salad",vegan
"Spinach, smoked tofu and tomato salad",hand
"Spinach, smoked tofu and tomato salad",love
"Spinach, smoked tofu and tomato salad",smoke
SO VEGAN's Loaded Sweet Potato Wedges,pepper
SO VEGAN's Loaded Sweet Potato Wedges,garlic
SO VEGAN's Loaded Sweet Potato Wedges,onion
SO VEGAN's Loaded Sweet Potato Wedges,milk
SO VEGAN's Loaded Sweet Potato Wedges,onions
SO VEGAN's Loaded Sweet Potato Wedges,garlic cloves
SO VEGAN's Loaded Sweet Potato Wedges,potatoes
SO VEGAN's Loaded Sweet Potato Wedges,red pepper
SO VEGAN's Loaded Sweet Potato Wedges,clove
SO VEGAN's Loaded Sweet Potato Wedges,oil
SO VEGAN's Loaded Sweet Potato Wedges,seasoning
SO VEGAN's Loaded Sweet Potato Wedges,extra
SO VEGAN's Loaded Sweet Potato Wedges,plus
SO VEGAN's Loaded Sweet Potato Wedges,cloves
SO VEGAN's Loaded Sweet Potato Wedges,black
SO VEGAN's Loaded Sweet Potato Wedges,beans
SO VEGAN's Loaded Sweet Potato Wedges,red onion
SO VEGAN's Loaded Sweet Potato Wedges,unsweetened
SO VEGAN's Loaded Sweet Potato Wedges,coriander
SO VEGAN's Loaded Sweet Potato Wedges,red
SO VEGAN's Loaded Sweet Potato Wedges,yeast
SO VEGAN's Loaded Sweet Potato Wedges,potato
SO VEGAN's Loaded Sweet Potato Wedges,lime
SO VEGAN's Loaded Sweet Potato Wedges,black beans
SO VEGAN's Loaded Sweet Potato Wedges,sweetened
SO VEGAN's Loaded Sweet Potato Wedges,avocado
SO VEGAN's Loaded Sweet Potato Wedges,topping
SO VEGAN's Loaded Sweet Potato Wedges,sweet potatoes
SO VEGAN's Loaded Sweet Potato Wedges,mango
SO VEGAN's Loaded Sweet Potato Wedges,cashews
SO VEGAN's Loaded Sweet Potato Wedges,sweet potato
SO VEGAN's Loaded Sweet Potato Wedges,season
SO VEGAN's Loaded Sweet Potato Wedges,chilli
SO VEGAN's Loaded Sweet Potato Wedges,cashew
SO VEGAN's Loaded Sweet Potato Wedges,fresh
SO VEGAN's Loaded Sweet Potato Wedges,nutritional yeast
SO VEGAN's Loaded Sweet Potato Wedges,base
SO VEGAN's Loaded Sweet Potato Wedges,hand
SO VEGAN's Loaded Sweet Potato Wedges,red chilli
SO VEGAN's Loaded Sweet Potato Wedges,fresh coriander
SO VEGAN's Loaded Sweet Potato Wedges,nut
SO VEGAN's Loaded Sweet Potato Wedges,love
Smashed avocado on toast,salt
Smashed avocado on toast,garlic
Smashed avocado on toast,olive oil
Smashed avocado on toast,olive
Smashed avocado on toast,garlic cloves
Smashed avocado on toast,juice
Smashed avocado on toast,clove
Smashed avocado on toast,oil
Smashed avocado on toast,extra
Smashed avocado on toast,cloves
Smashed avocado on toast,toasted
Smashed avocado on toast,virgin olive oil
Smashed avocado on toast,extra virgin olive oil
Smashed avocado on toast,sea salt
Smashed avocado on toast,coriander
Smashed avocado on toast,chili
Smashed avocado on toast,lime
Smashed avocado on toast,ice
Smashed avocado on toast,avocado
Smashed avocado on toast,dough
Smashed avocado on toast,limes
Smashed avocado on toast,avocados
Smashed avocado on toast,sprig
Smashed avocado on toast,chopped
Smashed avocado on toast,sourdough
Smashed avocado on toast,gin
Smashed avocado on toast,chili flakes
Smashed avocado on toast,fresh
Smashed avocado on toast,toast
Smashed avocado on toast,dried chili
Smashed avocado on toast,fresh coriander
Smashed avocado on toast,love
Spiced apple and date pie (raw),salt
Spiced apple and date pie (raw),walnuts
Spiced apple and date pie (raw),sea salt
Spiced apple and date pie (raw),pecans
Spiced apple and date pie (raw),nuts
Spiced apple and date pie (raw),dates
Spiced apple and date pie (raw),pecan
Spiced apple and date pie (raw),walnut
Spiced apple and date pie (raw),cashew
Spiced apple and date pie (raw),cashew nuts
Spiced apple and date pie (raw),nut
Special roast potatoes,sauce
Special roast potatoes,vegetable
Special roast potatoes,vegetable oil
Special roast potatoes,potatoes
Special roast potatoes,mustard
Special roast potatoes,oil
Special roast potatoes,potato
Special roast potatoes,other
Special roast potatoes,chopped
Special roast potatoes,soy
Special roast potatoes,soya
"Smoky tofu, aubergine and red pepper in tomato sauce",pepper
"Smoky tofu, aubergine and red pepper in tomato sauce",garlic
"Smoky tofu, aubergine and red pepper in tomato sauce",onion
"Smoky tofu, aubergine and red pepper in tomato sauce",vegetable
"Smoky tofu, aubergine and red pepper in tomato sauce",vegetable oil
"Smoky tofu, aubergine and red pepper in tomato sauce",tomato
"Smoky tofu, aubergine and red pepper in tomato sauce",juice
"Smoky tofu, aubergine and red pepper in tomato sauce",red pepper
"Smoky tofu, aubergine and red pepper in tomato sauce",clove
"Smoky tofu, aubergine and red pepper in tomato sauce",oil
"Smoky tofu, aubergine and red pepper in tomato sauce",apple
"Smoky tofu, aubergine and red pepper in tomato sauce",red
"Smoky tofu, aubergine and red pepper in tomato sauce",ice
"Smoky tofu, aubergine and red pepper in tomato sauce",tofu
"Smoky tofu, aubergine and red pepper in tomato sauce",apple juice
"Smoky tofu, aubergine and red pepper in tomato sauce",marjoram
"Smoky tofu, aubergine and red pepper in tomato sauce",chopped
"Smoky tofu, aubergine and red pepper in tomato sauce",tomato puree
"Smoky tofu, aubergine and red pepper in tomato sauce",gin
"Smoky tofu, aubergine and red pepper in tomato sauce",puree
"Smoky tofu, aubergine and red pepper in tomato sauce",love
"Smoky tofu, aubergine and red pepper in tomato sauce",smoke
"Smoky tofu, aubergine and red pepper in tomato sauce",aubergine
Southwest sweet potato,salt
Southwest sweet potato,pepper
Southwest sweet potato,garlic
Southwest sweet potato,onion
Southwest sweet potato,olive oil
Southwest sweet potato,water
Southwest sweet potato,olive
Southwest sweet potato,cream
Southwest sweet potato,sauce
Southwest sweet potato,tomatoes
Southwest sweet potato,white
Southwest sweet potato,garlic cloves
Southwest sweet potato,tomato
Southwest sweet potato,potatoes
Southwest sweet potato,clove
Southwest sweet potato,oil
Southwest sweet potato,cloves
Southwest sweet potato,peppers
Southwest sweet potato,paprika
Southwest sweet potato,yellow
Southwest sweet potato,coconut
Southwest sweet potato,sea salt
Southwest sweet potato,coriander
Southwest sweet potato,cumin
Southwest sweet potato,potato
Southwest sweet potato,lime
Southwest sweet potato,ice
Southwest sweet potato,yellow onion
Southwest sweet potato,turmeric
Southwest sweet potato,avocado
Southwest sweet potato,sweet potatoes
Southwest sweet potato,chipotle
Southwest sweet potato,white onion
Southwest sweet potato,chopped
Southwest sweet potato,smoked paprika
Southwest sweet potato,coconut oil
Southwest sweet potato,grape tomatoes
Southwest sweet potato,sweet potato
Southwest sweet potato,poblano
Southwest sweet potato,adobo
Southwest sweet potato,grape
Southwest sweet potato,gin
Southwest sweet potato,adobo sauce
Southwest sweet potato,fresh
Southwest sweet potato,tea
Southwest sweet potato,coconut cream
Southwest sweet potato,chipotle peppers
Southwest sweet potato,chipotle pepper
Southwest sweet potato,fresh coriander
Southwest sweet potato,nut
Southwest sweet potato,love
Southwest sweet potato,smoke
Southwest sweet potato,virgin coconut oil
SO VEGAN's Lentil and Chickpea 'Meatloaf',salt
SO VEGAN's Lentil and Chickpea 'Meatloaf',pepper
SO VEGAN's Lentil and Chickpea 'Meatloaf',garlic
SO VEGAN's Lentil and Chickpea 'Meatloaf',onion
SO VEGAN's Lentil and Chickpea 'Meatloaf',olive oil
SO VEGAN's Lentil and Chickpea 'Meatloaf',olive
SO VEGAN's Lentil and Chickpea 'Meatloaf',sauce
SO VEGAN's Lentil and Chickpea 'Meatloaf',garlic cloves
SO VEGAN's Lentil and Chickpea 'Meatloaf',tomato
SO VEGAN's Lentil and Chickpea 'Meatloaf',soy sauce
SO VEGAN's Lentil and Chickpea 'Meatloaf',oregano
SO VEGAN's Lentil and Chickpea 'Meatloaf',carrots
SO VEGAN's Lentil and Chickpea 'Meatloaf',clove
SO VEGAN's Lentil and Chickpea 'Meatloaf',bread
SO VEGAN's Lentil and Chickpea 'Meatloaf',oil
SO VEGAN's Lentil and Chickpea 'Meatloaf',cloves
SO VEGAN's Lentil and Chickpea 'Meatloaf',green
SO VEGAN's Lentil and Chickpea 'Meatloaf',carrot
SO VEGAN's Lentil and Chickpea 'Meatloaf',crumbs
SO VEGAN's Lentil and Chickpea 'Meatloaf',peas
SO VEGAN's Lentil and Chickpea 'Meatloaf',seeds
SO VEGAN's Lentil and Chickpea 'Meatloaf',breadcrumbs
SO VEGAN's Lentil and Chickpea 'Meatloaf',ketchup
SO VEGAN's Lentil and Chickpea 'Meatloaf',nuts
SO VEGAN's Lentil and Chickpea 'Meatloaf',fennel
SO VEGAN's Lentil and Chickpea 'Meatloaf',rum
SO VEGAN's Lentil and Chickpea 'Meatloaf',mix
SO VEGAN's Lentil and Chickpea 'Meatloaf',chickpeas
SO VEGAN's Lentil and Chickpea 'Meatloaf',lentils
SO VEGAN's Lentil and Chickpea 'Meatloaf',chopped
SO VEGAN's Lentil and Chickpea 'Meatloaf',fennel seeds
SO VEGAN's Lentil and Chickpea 'Meatloaf',panko breadcrumbs
SO VEGAN's Lentil and Chickpea 'Meatloaf',fennel seed
SO VEGAN's Lentil and Chickpea 'Meatloaf',soy
SO VEGAN's Lentil and Chickpea 'Meatloaf',panko
SO VEGAN's Lentil and Chickpea 'Meatloaf',mixed nuts
SO VEGAN's Lentil and Chickpea 'Meatloaf',chickpea
SO VEGAN's Lentil and Chickpea 'Meatloaf',nut
SO VEGAN's Lentil and Chickpea 'Meatloaf',love
SO VEGAN's Lentil and Chickpea 'Meatloaf',green lentil
Spelt gnocchi with parsley pesto,salt
Spelt gnocchi with parsley pesto,garlic
Spelt gnocchi with parsley pesto,flour
Spelt gnocchi with parsley pesto,onion
Spelt gnocchi with parsley pesto,parsley
Spelt gnocchi with parsley pesto,potatoes
Spelt gnocchi with parsley pesto,clove
Spelt gnocchi with parsley pesto,mushrooms
Spelt gnocchi with parsley pesto,oil
Spelt gnocchi with parsley pesto,cloves
Spelt gnocchi with parsley pesto,garnish
Spelt gnocchi with parsley pesto,spinach
Spelt gnocchi with parsley pesto,red onion
Spelt gnocchi with parsley pesto,sea salt
Spelt gnocchi with parsley pesto,mushroom
Spelt gnocchi with parsley pesto,red
Spelt gnocchi with parsley pesto,seeds
Spelt gnocchi with parsley pesto,potato
Spelt gnocchi with parsley pesto,pumpkin
Spelt gnocchi with parsley pesto,ice
Spelt gnocchi with parsley pesto,half
Spelt gnocchi with parsley pesto,leaf parsley
Spelt gnocchi with parsley pesto,flat leaf parsley
Spelt gnocchi with parsley pesto,kale
Spelt gnocchi with parsley pesto,skin
Spelt gnocchi with parsley pesto,pumpkin seeds
Spelt gnocchi with parsley pesto,root
Spelt gnocchi with parsley pesto,chestnut
Spelt gnocchi with parsley pesto,seed oil
Spelt gnocchi with parsley pesto,ale
Spelt gnocchi with parsley pesto,wax
Spelt gnocchi with parsley pesto,nut
Spelt gnocchi with parsley pesto,love
Spelt gnocchi with parsley pesto,waxy potatoes
Spelt gnocchi with parsley pesto,rapeseed oil
Spelt gnocchi with parsley pesto,chestnut mushrooms
Spinach quiche,salt
Spinach quiche,flour
Spinach quiche,water
Spinach quiche,margarine
Spinach quiche,cold water
Spinach quiche,whole
Spinach quiche,vegan
Spinach quiche,meal
Spinach quiche,wholemeal
Spinach quiche,vegan margarine
"Spinach, chickpea, and lemon pilaf",salt
"Spinach, chickpea, and lemon pilaf",onion
"Spinach, chickpea, and lemon pilaf",ground
"Spinach, chickpea, and lemon pilaf",lemon
"Spinach, chickpea, and lemon pilaf",vegetable
"Spinach, chickpea, and lemon pilaf",leaves
"Spinach, chickpea, and lemon pilaf",oil
"Spinach, chickpea, and lemon pilaf",spinach
"Spinach, chickpea, and lemon pilaf",red onion
"Spinach, chickpea, and lemon pilaf",rice
"Spinach, chickpea, and lemon pilaf",ground cumin
"Spinach, chickpea, and lemon pilaf",sea salt
"Spinach, chickpea, and lemon pilaf",coriander
"Spinach, chickpea, and lemon pilaf",cumin
"Spinach, chickpea, and lemon pilaf",stock
"Spinach, chickpea, and lemon pilaf",red
"Spinach, chickpea, and lemon pilaf",peas
"Spinach, chickpea, and lemon pilaf",ice
"Spinach, chickpea, and lemon pilaf",turmeric
"Spinach, chickpea, and lemon pilaf",vegetable stock
"Spinach, chickpea, and lemon pilaf",chickpeas
"Spinach, chickpea, and lemon pilaf",sunflower
"Spinach, chickpea, and lemon pilaf",spinach leaves
"Spinach, chickpea, and lemon pilaf",masala
"Spinach, chickpea, and lemon pilaf",garam masala
"Spinach, chickpea, and lemon pilaf",ground turmeric
"Spinach, chickpea, and lemon pilaf",chopped
"Spinach, chickpea, and lemon pilaf",basmati
"Spinach, chickpea, and lemon pilaf",basmati rice
"Spinach, chickpea, and lemon pilaf",sunflower oil
"Spinach, chickpea, and lemon pilaf",chilli
"Spinach, chickpea, and lemon pilaf",hand
"Spinach, chickpea, and lemon pilaf",flower
"Spinach, chickpea, and lemon pilaf",chickpea
"Spinach, chickpea, and lemon pilaf",masa
"Spinach, chickpea, and lemon pilaf",wax
"Spinach, chickpea, and lemon pilaf",sea salt flakes
Spiced apple cake,sugar
Spiced apple cake,flour
Spiced apple cake,water
Spiced apple cake,ground
Spiced apple cake,sliced
Spiced apple cake,cinnamon
Spiced apple cake,soda
Spiced apple cake,clove
Spiced apple cake,oil
Spiced apple cake,margarine
Spiced apple cake,cloves
Spiced apple cake,ground cinnamon
Spiced apple cake,apple
Spiced apple cake,apples
Spiced apple cake,ice
Spiced apple cake,allspice
Spiced apple cake,boiling water
Spiced apple cake,ground cloves
Spiced apple cake,ground allspice
Spiced apple cake,spice
Spiced apple cake,raw
Spiced apple cake,whole
Spiced apple cake,vegan
Spiced apple cake,meal
Spiced apple cake,cane sugar
Spiced apple cake,sultanas
Spiced apple cake,bicarbonate
Spiced apple cake,bicarbonate of soda
Spiced apple cake,cooking apples
Spiced apple cake,sultana
Spiced apple cake,wholemeal
Spiced apple cake,vegan margarine
Spiced apple cake,love
Spiced apple cake,raw cane sugar
Spiced apple cake,candied peel
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",onion
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",onions
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",vinegar
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",thyme
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",oil
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",red onion
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",red
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",balsamic vinegar
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",dried thyme
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",pastry
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",tofu
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",root
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",fresh
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",beet
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",seed oil
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",beetroot
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",smoke
"Smoky Beetroot Tart, Tiny Roasties, Sage & Onion Kale, Blackberry Sauce",filo
Taigh na Mara highland shortbread,sugar
Taigh na Mara highland shortbread,flour
Taigh na Mara highland shortbread,margarine
Taigh na Mara highland shortbread,corn
Taigh na Mara highland shortbread,icing
Taigh na Mara highland shortbread,plain flour
Taigh na Mara highland shortbread,caster
Taigh na Mara highland shortbread,caster sugar
Taigh na Mara highland shortbread,icing sugar
Taigh na Mara highland shortbread,vegan
Taigh na Mara highland shortbread,cornflour
Taigh na Mara highland shortbread,vegan margarine
Stuffed chillies in walnut sauce,pepper
Stuffed chillies in walnut sauce,peppers
Stuffed chillies in walnut sauce,chilli
Sweet potato soup,salt
Sweet potato soup,onion
Sweet potato soup,milk
Sweet potato soup,vegetable
Sweet potato soup,vegetable oil
Sweet potato soup,ginger
Sweet potato soup,potatoes
Sweet potato soup,oil
